Rank,Title,Author,Ratings,Price,No_of_Reviews,Cover_Type,Year_of_List,Genre
99,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),Lilt Kids Coloring Books,4.5,4.72,1060,Paperback,2015,Non-Fiction
100,Lord of the Flies,William Golding,4.6,5.99,31815,Mass Market Paperback,2015,Fiction
1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.3,11.46,43339,Hardcover,2016,Fiction
2,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2016,Non-Fiction
3,First 100 Words: A Padded Board Book,Roger Priddy,4.7,4.78,35236,Board book,2016,Non-Fiction
4,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Konda,4.5,8.32,28111,Hardcover,2016,Non-Fiction
5,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2016,Fiction
6,Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,4.8,14.25,14027,Hardcover,2016,Fiction
7,When Breath Becomes Air,Paul Kalanithi,4.8,12.77,29336,Hardcover,2016,Non-Fiction
8,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2016,Fiction
9,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2016,Non-Fiction
10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,14.68,15544,Hardcover,2016,Non-Fiction
11,A Man Called Ove: A Novel,Fredrik Backman,4.7,7.63,56988,Paperback,2016,Fiction
12,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,11.7,11308,Hardcover,2016,Non-Fiction
13,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2016,Non-Fiction
14,The Magnolia Story,Chip Gaines,4.8,12.07,10133,Hardcover,2016,Non-Fiction
15,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4.99,10751,Paperback,2016,Non-Fiction
16,To Kill a Mockingbird,Harper Lee,4.8,17.36,68842,Mass Market Paperback,2016,Fiction
17,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.5,12.45,29400,Hardcover,2016,Non-Fiction
18,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,13.4,9202,Hardcover,2016,Fiction
19,Hamilton: The Revolution,Lin-Manuel Miranda,4.9,23.69,13105,Hardcover,2016,Non-Fiction
20,The Girl on the Train,Paula Hawkins,4.1,10.33,91515,Paperback,2016,Fiction
21,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,8.55,13911,Paperback,2016,Non-Fiction
22,"The Official SAT Study Guide, 2016 Edition",The College Board,4.4,9.09,1089,Paperback,2016,Non-Fiction
23,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback",Adult Coloring Book Design,4.5,8.99,3113,Paperback,2016,Non-Fiction
24,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2016,Non-Fiction
25,Milk and Honey,Rupi Kaur,4.7,7.38,46407,Paperback,2016,Non-Fiction
26,The Going-To-Bed Book,Sandra Boynton,4.8,3.97,15393,Board book,2016,Fiction
27,Born to Run,Bruce Springsteen,4.7,15.2,5515,Hardcover,2016,Non-Fiction
28,Alexander Hamilton,Ron Chernow,4.8,9.94,19082,Paperback,2016,Non-Fiction
29,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2016,Fiction
30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,17.99,9187,Paperback,2016,Non-Fiction
31,The Constitution of the United States,Delegates of the Constitutional Convention,4.9,1.5,5802,Pamphlet,2016,Non-Fiction
32,Wonder,R. J. Palacio,4.8,9.67,35698,Hardcover,2016,Fiction
33,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,25148,Hardcover,2016,Fiction
34,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8.45,35414,Paperback,2016,Non-Fiction
35,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,25.99,14418,Hardcover,2016,Non-Fiction
36,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,33.9,5158,Paperback,2016,Fiction
37,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2016,Non-Fiction
38,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.7,14.42,10707,Hardcover,2016,Non-Fiction
39,Between the World and Me,Ta-Nehisi Coates,4.7,12.92,20038,Hardcover,2016,Non-Fiction
40,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,4.6,4.99,21068,Paperback,2016,Non-Fiction
41,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26368,Board book,2016,Fiction
42,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,4.9,7.53,31196,Hardcover,2016,Fiction
43,Night (Night),Elie Wiesel,4.7,5.49,8573,Paperback,2016,Non-Fiction
45,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,38.86,91629,Paperback,2016,Fiction
46,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,21.99,21527,Hardcover,2016,Fiction
47,10-Day Green Smoothie Cleanse,JJ Smith,4.7,9.05,32825,Paperback,2016,Non-Fiction
48,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,8.47,9505,Paperback,2016,Non-Fiction
49,The Nightingale: A Novel,Kristin Hannah,4.8,16.26,99932,Hardcover,2016,Fiction
50,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2),J. K. Rowling,4.9,23.7,13321,Hardcover,2016,Fiction
51,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2016,Fiction
52,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2016,Fiction
53,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2016,Fiction
54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,20.72,6296,Hardcover,2016,Fiction
55,All the Light We Cannot See,Anthony Doerr,4.6,18.98,67291,Hardcover,2016,Fiction
56,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,47193,Board book,2016,Fiction
57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2016,Fiction
58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,4.9,11.89,10074,Paperback,2016,Non-Fiction
59,The Whistler,John Grisham,4.4,24.5,42265,Hardcover,2016,Fiction
60,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.14,69538,Board book,2016,Fiction
61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,4.7,15.9,2405,Hardcover,2016,Non-Fiction
62,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",Rick Riordan,4.7,11.29,9969,Hardcover,2016,Fiction
63,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,4.5,4.44,5687,Paperback,2016,Non-Fiction
64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4.02,12981,Hardcover,2016,Fiction
65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brene Brown,4.7,6.92,29674,Paperback,2016,Fiction
66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,4.2,14,7693,Hardcover,2016,Non-Fiction
67,First 100 Animals,Roger Priddy,4.8,5.99,9440,Board book,2016,Non-Fiction
68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,4.5,8.49,3138,Paperback,2016,Non-Fiction
69,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2016,Fiction
70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,9.87,11620,Paperback,2016,Non-Fiction
71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,4.5,9.89,13221,Paperback,2016,Fiction
72,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.6,13.63,12517,Hardcover,2016,Non-Fiction
73,Emotional Intelligence 2.0,Travis Bradberry,4.5,14.98,10429,Hardcover,2016,Fiction
74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,4.5,13.5,21293,Hardcover,2016,Fiction
75,The Outsiders,S. E. Hinton,4.8,9.49,30584,Paperback,2016,Fiction
76,The Food Lab: Better Home Cooking Through Science,J. Kenji Lopez-Alt,4.9,27.99,9022,Hardcover,2016,Non-Fiction
77,Me Before You: A Novel (Movie Tie-In),Jojo Moyes,4.6,18.98,1224,Paperback,2016,Fiction
78,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.59,33589,Board book,2016,Non-Fiction
79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2016,Non-Fiction
80,Potty (Leslie Patricelli board books),Leslie Patricelli,4.7,7.99,12933,Board book,2016,Fiction
81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.7,20.06,7920,Hardcover,2016,Non-Fiction
82,"First 100 Padded: Numbers, Colors, Shapes",Roger Priddy,4.8,5.59,7034,Hardcover,2016,Non-Fiction
83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,4.7,8.08,7275,Paperback,2016,Non-Fiction
84,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.4,8.97,12578,Paperback,2016,Non-Fiction
85,Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,4.5,9.99,1577,Paperback,2016,Non-Fiction
86,The Book with No Pictures,B. J. Novak,4.8,9.9,16882,Hardcover,2016,Fiction
87,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.7,5.38,5205,Paperback,2016,Non-Fiction
88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)",Rick Riordan,4.7,9.09,6468,Hardcover,2016,Fiction
89,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,4.7,9.99,15022,Paperback,2016,Non-Fiction
90,Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.8,6.98,5120,Paperback,2016,Fiction
91,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2016,Fiction
92,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,22.95,45711,Hardcover,2016,Fiction
93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,7.5,6281,Paperback,2016,Non-Fiction
94,George Orwell,George Orwell,4.7,7.48,72441,Mass Market Paperback,2016,Fiction
95,"The Giver (Giver Quartet, 1)",Lois Lowry,4.7,8.48,26262,Paperback,2016,Fiction
97,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11.29,29732,Paperback,2016,Non-Fiction
98,Little Blue Truck board book,Alice Schertle,4.9,8.22,8204,Board book,2016,Non-Fiction
99,Harry Potter Coloring Book,Scholastic,4.8,14.39,10136,Paperback,2016,Non-Fiction
100,The Day the Crayons Quit,Drew Daywalt,4.8,9.19,19898,Hardcover,2016,Fiction
1,Wonder,R. J. Palacio,4.8,9.67,35698,Hardcover,2017,Fiction
2,Milk and Honey,Rupi Kaur,4.7,7.38,46407,Paperback,2017,Non-Fiction
3,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2017,Fiction
4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14.35,80328,Hardcover,2017,Non-Fiction
5,The Getaway,Jeff Kinney,4.8,9.89,17169,Hardcover,2017,Fiction
6,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.4,8.97,12578,Paperback,2017,Non-Fiction
7,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.5,12.45,29400,Hardcover,2017,Non-Fiction
8,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9.49,20795,Hardcover,2017,Non-Fiction
9,First 100 Words: A Padded Board Book,Roger Priddy,4.7,4.78,35236,Board book,2017,Non-Fiction
10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,14.68,15544,Hardcover,2017,Non-Fiction
11,The Handmaid's Tale,Margaret Atwood,4.4,14.35,60681,Paperback,2017,Fiction
12,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2017,Non-Fiction
13,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8.45,35414,Paperback,2017,Non-Fiction
14,What Happened,Hillary Rodham Clinton,4.6,9.99,6911,Hardcover,2017,Non-Fiction
15,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2017,Fiction
16,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,11.58,29896,Hardcover,2017,Non-Fiction
17,George Orwell,George Orwell,4.7,7.48,72441,Mass Market Paperback,2017,Fiction
18,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2017,Non-Fiction
19,Origin: A Novel (Robert Langdon),Dan Brown,4.4,13.39,36238,Hardcover,2017,Fiction
20,A Man Called Ove: A Novel,Fredrik Backman,4.7,7.63,56988,Paperback,2017,Fiction
21,The Sun and Her Flowers,Rupi Kaur,4.8,9,16958,Paperback,2017,Non-Fiction
22,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26368,Board book,2017,Fiction
23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2017,Non-Fiction
24,The Going-To-Bed Book,Sandra Boynton,4.8,3.97,15393,Board book,2017,Fiction
25,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2017,Non-Fiction
26,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,25148,Hardcover,2017,Fiction
27,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.7,13.4,23392,Paperback,2017,Fiction
28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Konda,4.5,8.32,28111,Hardcover,2017,Non-Fiction
29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,15.29,3057,Hardcover,2017,Non-Fiction
30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,25.99,14418,Hardcover,2017,Non-Fiction
31,A Gentleman in Moscow: A Novel,Amor Towles,4.6,14.48,50209,Hardcover,2017,Fiction
32,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2017,Non-Fiction
33,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2017,Fiction
34,Thirteen Reasons Why,Jay Asher,4.5,8.39,13726,Paperback,2017,Fiction
35,Leonardo da Vinci,Walter Isaacson,4.6,17.91,6541,Hardcover,2017,Non-Fiction
36,The Pout-Pout Fish,Deborah Diesen,4.9,4.98,23576,Board book,2017,Fiction
37,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),Mr. Jim Kay,4.9,20.19,13883,Hardcover,2017,Fiction
38,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.14,69538,Board book,2017,Fiction
39,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,47193,Board book,2017,Fiction
40,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,22.95,45711,Hardcover,2017,Fiction
41,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2017,Fiction
42,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4.02,12981,Hardcover,2017,Fiction
43,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4.99,10751,Paperback,2017,Non-Fiction
44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.7,20.06,7920,Hardcover,2017,Non-Fiction
45,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.5,7.99,6305,Paperback,2017,Non-Fiction
46,Ready Player One: A Novel,Ernest Cline,4.7,11,45965,Paperback,2017,Fiction
47,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.9,8.99,16127,Hardcover,2017,Fiction
48,Obama: An Intimate Portrait,Pete Souza,4.9,25,10039,Hardcover,2017,Non-Fiction
49,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,17.99,9187,Paperback,2017,Non-Fiction
50,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,14.59,21828,Hardcover,2017,Non-Fiction
51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2017,Non-Fiction
52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,8.47,9505,Paperback,2017,Non-Fiction
53,Big Little Lies,Liane Moriarty,4.6,9.94,32079,Paperback,2017,Fiction
54,The Official SAT Study Guide,The College Board,4.5,12.97,2345,Paperback,2017,Non-Fiction
55,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,4.6,13.99,2767,Hardcover,2017,Non-Fiction
56,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11.29,29732,Paperback,2017,Non-Fiction
57,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,4.9,7.53,31196,Hardcover,2017,Non-Fiction
58,What to Expect When You're Expecting,Heidi Murkoff,4.8,12.7,29389,Paperback,2017,Non-Fiction
59,The Glass Castle: A Memoir (book),Jeannette Walls,4.6,12.06,19007,Paperback,2017,Non-Fiction
60,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2017,Non-Fiction
61,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,4.7,12.49,2494,Hardcover,2017,Non-Fiction
62,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5.72,28308,Board book,2017,Non-Fiction
63,The Rooster Bar,John Grisham,4.2,12.75,15394,Hardcover,2017,Fiction
64,The Giving Tree,Shel Silverstein,4.9,8.14,27476,Hardcover,2017,Fiction
65,She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,4.8,10.4,3262,Hardcover,2017,Non-Fiction
66,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.7,6.38,20340,Paperback,2017,Non-Fiction
67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2017,Fiction
68,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2017,Fiction
69,Camino Island: A Novel,John Grisham,4.3,13.49,23620,Hardcover,2017,Fiction
70,Turtles All the Way Down,John Green,4.6,11.34,11381,Hardcover,2017,Fiction
71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brene Brown,4.7,6.92,29674,Paperback,2017,Non-Fiction
72,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2017,Fiction
73,"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4.8,16.05,4803,Hardcover,2017,Non-Fiction
74,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,8.55,13911,Paperback,2017,Non-Fiction
75,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,4.98,12738,Board book,2017,Non-Fiction
76,Grant,Ron Chernow,4.8,19.95,8610,Hardcover,2017,Non-Fiction
78,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.6,22.49,65787,Hardcover,2017,Non-Fiction
79,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,4.7,14.29,39269,Paperback,2017,Non-Fiction
80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,4.4,13.79,14283,Hardcover,2017,Non-Fiction
81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",Rick Riordan,4.8,12.11,8856,Hardcover,2017,Fiction
82,"Everything, Everything",Nicola Yoon,4.7,8.49,6977,Paperback,2017,Fiction
83,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.6,12.87,25652,Paperback,2017,Non-Fiction
84,Norse Mythology,Neil Gaiman,4.7,15.1,16852,Hardcover,2017,Fiction
85,Beneath a Scarlet Sky: A Novel,Mark Sullivan,4.7,13.46,66012,Paperback,2017,Fiction
86,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,4.9,1.17,17069,Hardcover,2017,Fiction
87,Lilac Girls: A Novel (Woolsey-Ferriday),Martha Hall Kelly,4.6,10.05,14875,Paperback,2017,Fiction
88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,21.99,21527,Hardcover,2017,Fiction
89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",Rick Riordan,4.8,11.21,7021,Hardcover,2017,Fiction
90,"Al Franken, Giant of the Senate",Al Franken,4.7,12.97,3872,Hardcover,2017,Non-Fiction
91,Principles: Life and Work,Ray Dalio,4.6,16.29,12018,Hardcover,2017,Non-Fiction
92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,9.87,11620,Paperback,2017,Non-Fiction
93,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,6.98,28721,Paperback,2017,Non-Fiction
94,Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,18.59,5158,Paperback,2017,Fiction
95,10-Day Green Smoothie Cleanse,JJ Smith,4.7,9.05,32825,Paperback,2017,Non-Fiction
96,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11.88,24427,Hardcover,2017,Non-Fiction
97,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2017,Fiction
98,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,38.86,91629,Paperback,2017,Fiction
99,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,15.7,5682,Hardcover,2017,Non-Fiction
100,"Rosie Revere, Engineer (The Questioneers)",Andrea Beaty,4.9,12.18,6386,Hardcover,2017,Non-Fiction
1,Becoming,Michelle Obama,4.8,16.5,123276,Hardcover,2018,Non-Fiction
2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,11.51,27338,Hardcover,2018,Non-Fiction
3,The Wonky Donkey,Craig Smith,4.8,5.28,74725,Paperback,2018,Fiction
4,Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,9.29,17292,Hardcover,2018,Non-Fiction
5,Fear: Trump in the White House,Bob Woodward,4.5,27.59,10319,Hardcover,2018,Non-Fiction
6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)",Jill Twiss,4.9,16.99,15015,Hardcover,2018,Fiction
7,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.8,18.14,58074,Hardcover,2018,Non-Fiction
8,Magnolia Table,Joanna Gaines,4.8,16.59,32326,Hardcover,2018,Non-Fiction
9,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with Stephen Colbert,4.6,13.49,9935,Hardcover,2018,Non-Fiction
10,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14.35,80328,Hardcover,2018,Non-Fiction
11,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,6.15,8326,Hardcover,2018,Non-Fiction
12,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,6.98,28721,Paperback,2018,Non-Fiction
13,Diary of a Wimpy Kid #13: Meltdown,Jeff Kinney,4.8,11.63,20281,Hardcover,2018,Fiction
14,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2018,Non-Fiction
15,First 100 Words: A Padded Board Book,Roger Priddy,4.7,4.78,35236,Board book,2018,Non-Fiction
16,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,9.17,15744,Hardcover,2018,Fiction
17,Educated: A Memoir,Tara Westover,4.7,13,69406,Hardcover,2018,Non-Fiction
18,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8.45,35414,Paperback,2018,Non-Fiction
19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,4.4,13.79,14283,Hardcover,2018,Non-Fiction
20,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2018,Fiction
21,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,22.95,45713,Hardcover,2018,Non-Fiction
22,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,20.79,10966,Hardcover,2018,Non-Fiction
23,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2018,Fiction
24,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.4,7.89,11395,Paperback,2018,Fiction
25,The Hate U Give,Angie Thomas,4.8,10.4,25140,Hardcover,2018,Fiction
26,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.4,8.97,12578,Paperback,2018,Non-Fiction
27,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2018,Non-Fiction
28,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,25148,Hardcover,2018,Fiction
