Rank,Title,Author,Ratings,Price,No_of_Reviews,Cover_Type,Year_of_List,Genre
82,How to Catch a Unicorn,Adam Wallace,4.8,5.74,35283,Hardcover,2022,Fiction
83,Life Skills for Teens,Karen Harris,4.6,9.79,8501,Paperback,2022,Non-Fiction
84,How to Draw 101 Cute Stuff for Kids,Sophia Elizabeth,4.7,10.43,3806,Paperback,2022,Non-Fiction
85,Meditations: A New Translation,Marcus Aurelius,4.7,7.99,19678,Paperback,2022,Non-Fiction
86,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,10.49,21909,Hardcover,2022,Non-Fiction
87,Cat Kid Comic Club,Dav Pilkey,4.8,7.29,49,Hardcover,2022,Fiction
88,Man's Search for Meaning,Viktor E. Frankl,4.7,12.99,84577,Paperback,2022,Non-Fiction
89,The Going-To-Bed Book,Sandra Boynton,4.8,5.58,18001,Board book,2022,Fiction
90,Beach Read,Emily Henry,4.4,8.89,65134,Paperback,2022,Fiction
91,Why a Daughter Needs a Dad,Gregory E. Lang,4.9,6.08,16080,Hardcover,2022,Fiction
92,Maybe Someday,Colleen Hoover,4.4,10.03,56240,Paperback,2022,Fiction
93,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7,8.89,42799,Paperback,2022,Non-Fiction
94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,4.8,14.78,21881,Paperback,2022,Fiction
95,Every Summer After,Carley Fortune,4.6,9,44241,Paperback,2022,Fiction
96,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Meghan Logan,4.7,10.53,16024,Paperback,2022,Non-Fiction
97,Layla,Colleen Hoover,4.2,8.99,93436,Paperback,2022,Fiction
98,How to Catch a Dinosaur,Adam Wallace,4.8,5.62,14645,Hardcover,2022,Fiction
99,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children's Health Defense)",Robert F. Kennedy Jr.,4.8,18.06,24731,Hardcover,2022,Non-Fiction
100,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,8.49,22578,Paperback,2022,Fiction
1,"Iron Flame (The Empyrean, 2)",Rebecca Yarros,4.1,18.42,53079,Hardcover,2023,Fiction
2,The Woman in Me,Britney Spears,4.5,20.93,23865,Hardcover,2023,Non-Fiction
3,My Name Is Barbra,Barbra Streisand,4.5,31.5,709,Hardcover,2023,Non-Fiction
4,"Friends, Lovers, and the Big Terrible Thing: A Memoir",Matthew Perry,4.4,23.99,32807,Hardcover,2023,Non-Fiction
5,How to Catch a Turkey,Adam Wallace,4.8,16.5,4904,Hardcover,2023,Fiction
6,"Fourth Wing (The Empyrean, 1)",Rebecca Yarros,4.8,16.99,121287,Hardcover,2023,Fiction
7,Unwoke: How to Defeat Cultural Marxism in America,Ted Cruz,4.3,27.43,181,Hardcover,2023,Non-Fiction
8,No Brainer (Diary of a Wimpy Kid Book 18),Jeff Kinney,4.8,8.55,1972,Hardcover,2023,Fiction
9,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.4,9.86,60491,Hardcover,2023,Non-Fiction
10,All the Light We Cannot See: A Novel,Anthony Doerr,4.5,15.98,216509,Paperback,2023,Fiction
11,The Ballad of Songbirds and Snakes (A Hunger Games Novel) (The Hunger Games),Suzanne Collins,4.6,10.99,73694,Hardcover,2023,Fiction
12,Night (Night),Elie Wiesel,4.7,6.26,20472,Paperback,2023,Non-Fiction
13,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,13.79,119310,Hardcover,2023,Non-Fiction
14,Stocking Stuffer Mad Libs: World's Greatest Word Game,Leigh Olsen,4.8,2.79,1420,Paperback,2023,Fiction
15,The 48 Laws of Power,Robert Greene,4.7,13.82,71395,Paperback,2023,Non-Fiction
16,The Great Disappearance: 31 Ways to be Rapture Ready,David Jeremiah,4.6,18.84,764,Hardcover,2023,Non-Fiction
17,Lessons in Chemistry: A Novel,Bonnie Garmus,4.6,15.37,243179,Hardcover,2023,Fiction
18,The Exchange: After The Firm (The Firm Series),John Grisham,4.1,18.96,22174,Hardcover,2023,Fiction
19,Taylor Swift: A Little Golden Book Biography, Wendy Loggia,4.9,4.78,4969,Hardcover,2023,Non-Fiction
20,Don't Let the Pigeon Drive the Sleigh!,Mo Willems,4.8,11.99,382,Hardcover,2023,Fiction
21,Turkey Trouble,Wendi Silvano,4.8,8.79,6827,Hardcover,2023,Fiction
22,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,4.8,10.19,71179,Paperback,2023,Non-Fiction
23,"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,4.6,8.89,13695,Paperback,2023,Fiction
24,A Little Life,Hanya Yanagihara,4.5,11.83,66449,Paperback,2023,Fiction
25,"House of Flame and Shadow (Crescent City, 3)",Sarah J. Maas,,18.48,,Paperback,2023,Fiction
26,"World of Eric Carle, Around the Farm 30-Button Animal Sound Book - Great for First Words - PI Kids",Editors of Publications International,4.8,9.43,21890,Hardcover,2023,Non-Fiction
27,"Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)",Sherri Duskey Rinker,4.9,3.78,23313,Board book,2023,Fiction
28,The Leaf Thief: (The Perfect Fall Book for Children and Toddlers),Alice Hemming,4.8,10.39,2269,Hardcover,2023,Fiction
29,Murtagh: The World of Eragon (The Inheritance Cycle),Christopher Paolini,4.8,22.48,1088,Paperback,2023,Fiction
30,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.94,53715,Board book,2023,Fiction
31,Balloons over Broadway: The True Story of the Puppeteer of Macy's Parade (Bank Street College of Education Flora Stieglitz St,Bill Martin Jr.,4.9,12.19,1840,Hardcover,2023,Non-Fiction
32,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Melissa Sweet,4.7,7.74,110429,Paperback,2023,Non-Fiction
33,The Housemaid,Freida McFadden ,4.5,8.11,209881,Paperback,2023,Fiction
34,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David Brooks,4.5,19.89,375,Hardcover,2023,Non-Fiction
35,The Very Hungry Caterpillar,Eric Carle,4.9,5.9,73271,Board book,2023,Fiction
36,How to Catch a Reindeer,Alice Walstead,4.8,5.99,895,Hardcover,2023,Fiction
37,Pookie's Thanksgiving (Little Pookie),Sandra Boynton,4.9,6.99,787,Board book,2023,Fiction
38,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Morgan Housel,4.7,12.68,44019,Paperback,2023,Non-Fiction
39,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,9.49,208684,Paperback,2023,Fiction
40,I Love You to the Moon and Back,Amelia Hepworth,4.9,4.76,68066,Board book,2023,Fiction
41,Outlive: The Science and Art of Longevity,Peter Attia,4.7,16.99,9233,Hardcover,2023,Non-Fiction
42,Hundred Years' War on Palestine,Rashid Khalidi,4.6,12.99,1144,Paperback,2023,Non-Fiction
43,Little Blue Truck's Christmas: A Christmas Holiday Book for Kids,Alice Schertle,4.8,11.2,16749,Board book,2023,Fiction
44,Goodnight Moon,Margaret Wise Brown,4.9,5.36,4336,Paperback,2023,Fiction
45,I Am Thankful: A Thanksgiving Book for Kids,Sheri Wall,4.7,7.99,1361,Paperback,2023,Fiction
46,"How to Be the Love You Seek: Break Cycles, Find Peace, and Heal Your Relationships",Nicole LePera,,20.11,1,Hardcover,2023,Non-Fiction
47,A Court of Thorns and Roses Paperback Box Set (5 books),Sarah J. Maas,4.8,48.77,12844,Paperback,2023,Fiction
48,Where's Bluey?: A Search-and-Find Book, Penguin Young Readers Licenses,4.8,6.93,5175,Paperback,2023,Fiction
49,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,9.4,29243,Hardcover,2023,Fiction
50,How to Catch a Dinosaur,Adam Wallace,4.8,4.66,14645,Hardcover,2023,Fiction
51,Hidden Potential: The Science of Achieving Greater Things,Adam M. Grant,4.4,21,406,Hardcover,2023,Non-Fiction
52,Resurrection Walk (Lincoln Lawyer),Michael Connelly,5,20.98,12911,Hardcover,2023,Fiction
53,The Christmas Fix,Lucy Score,4.6,11.17,9430,Paperback,2023,Fiction
54,Flash Cards: Sight Words, Scholastic,4.8,2.88,3669,Hardcover,2023,Non-Fiction
55,I Love You Like No Otter: A Funny and Sweet Animal Board Book for Babies and Toddlers this Christmas (Punderland),Rose Rossner,4.9,5.37,9420,Board book,2023,Non-Fiction
56,Chicka Chicka Boom Boom (Board Book),"Bill Martin Jr., John Archambault",4.9,4.32,37841,Board book,2023,Fiction
57,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Rec",Snoop Dogg,4.8,12.47,35663,Hardcover,2023,Non-Fiction
58,The Shadow Work Journal: A Guide to Integrate and Transcend your Shadows,Keila Shaheen,4.6,17.28,2909,Paperback,2023,Non-Fiction
59,"Interesting Facts For Curious Minds: 1572 Random But Mind-Blowing Facts About History, Science, Pop Culture And Everything In",Jordan Moore,4.6,12.89,7577,Paperback,2023,Non-Fiction
60,There Was an Old Lady Who Swallowed a Turkey!,Lucille Colandro,4.8,6.28,3140,Paperback,2023,Fiction
61,Elon Musk,Walter Isaacson,4.7,20.99,7354,Hardcover,2023,Non-Fiction
62,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,Americas Test Kitchen Kids,4.8,9.97,21904,Hardcover,2023,Non-Fiction
63,Llama Llama Gives Thanks,Anna Dewdney,4.7,5.67,3500,Board book,2023,Fiction
64,Tom Lake: A Reese's Book Club Pick,Ann Patchett,4.3,15.33,19578,Hardcover,2023,Fiction
65,The Covenant of Water (Oprah's Book Club),Abraham Verghese,4.6,16.79,42632,Hardcover,2023,Fiction
66,Dirty Thirty (30) (Stephanie Plum),Janet Evanovich,4.7,20.98,7550,Hardcover,2023,Fiction
67,How to Catch an Elf,Adam Wallace,4.8,6.94,8151,Hardcover,2023,Fiction
68,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common ",School Zone Publishing,4.7,2.78,28565,Cards,2023,Non-Fiction
69,"Hello, Baby Animals: A Durable High-Contrast Black-and-White Board Book for Newborns and Babies (High-Contrast Books)","duopress labs, Julissa Mora",4.9,4.73,5633,Board book,2023,Non-Fiction
70,Haunting Adeline (Cat and Mouse Duet),H.D. Carlton,4.4,13.36,70125,Paperback,2023,Fiction
71,Verity,Colleen Hoover,4.6,10.98,316488,Paperback,2023,Fiction
72,"A Court of Mist and Fury (A Court of Thorns and Roses, 2)",Sarah J. Maas,4.8,12.79,134491,Paperback,2023,Fiction
73,The Creative Act: A Way of Being,Rick Rubin,4.7,17.49,4760,Hardcover,2023,Non-Fiction
74,My First Library : Boxset of 10 Board Books for Kids (My First Book of),Not available,4.6,16.74,74149,Board book,2023,Fiction
75,"Forever Strong: A New, Science-Based Strategy for Aging Well",Gabrielle Lyon,4.6,20.63,352,Hardcover,2023,Non-Fiction
76,Where's Spot?,Eric Hill,4.9,4.97,34023,Board book,2023,Fiction
77,Demon Copperhead: A Pulitzer Prize Winner,Barbara Kingsolver,4.6,19.5,79504,Hardcover,2023,Fiction
78,Israel: A Simple Guide to the Most Misunderstood Country on Earth,Noa Tishby,4.7,15.59,1919,Paperback,2023,Non-Fiction
79,Remarkably Bright Creatures: A Read with Jenna Pick,Shelby Van Pelt,4.6,15.99,47581,Hardcover,2023,Fiction
80,Harry Potter Paperback Box Set (Books 1-7),J.K. Rowling,4.9,45.22,102668,Paperback,2023,Fiction
81,Just Because,Matthew McConaughey,4.6,12.69,597,Hardcover,2023,Non-Fiction
82,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.19,74018,Board book,2023,Fiction
83,Things We Never Got Over (Knockemout),Lucy Score,4.5,8.93,161984,Paperback,2023,Fiction
84,Five Silly Turkeys,Salina Yoon,4.8,5.99,2695,Board book,2023,Fiction
85,Paint by Sticker Kids: Christmas: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,6.06,6701,Paperback,2023,Non-Fiction
86,Love Comes First,Emily Giffin,,17.99,9,Hardcover,2023,Fiction
87,The Ballad of Songbirds and Snakes (A Hunger Games Novel) (The Hunger Games),Suzanne Collins,4.6,12.74,73718,Paperback,2023,Fiction
88,"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,4.8,11.56,123964,Paperback,2023,Fiction
89,The Shadow Work Journal 2nd Edition: a Guide to Integrate and Transcend Your Shadows: The Essential Guidebook for Shadow Work,Keila Shaheen,4.7,18.46,1467,Paperback,2023,Fiction
90,"Harry Potter and the Prisoner of Azkaban (Harry Potter, Book 3) (MinaLima Edition)",J.K. Rowling,4.9,25.97,968,Hardcover,2023,Fiction
91,"Moo, Baa, La La La!",Sandra Boynton,4.9,3.69,18498,Board book,2023,Fiction
92,The Coworker,Freida McFadden,4.2,9.44,36082,Paperback,2023,Fiction
93,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert Kiyosaki,4.7,6.31,499,Paperback,2023,Non-Fiction
94,Percy Jackson and the Olympians: The Chalice of the Gods (Percy Jackson & the Olympians),Rick Riordan,4.7,15.63,3808,Hardcover,2023,Fiction
95,Paw Patrol Phonics: 12 Books in 1,Jennifer Liberts,4.6,8.25,7768,Paperback,2023,Fiction
96,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning R,Deborah Schecter,4.7,11.4,6663,Paperback,2023,Non-Fiction
97,Hatchet,Gary Paulsen,4.7,5.14,24713,Paperback,2023,Fiction
98,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,4.5,15.3,16785,Hardcover,2023,Non-Fiction
99,"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes",Peter Pauper Press,4.6,12.99,2,Paperback,2023,Non-Fiction
100,The Wonky Donkey,Craig Smith,4.8,5.28,81880,Paperback,2023,Fiction
